Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Change(%),MA5
2026-08-10 00:00:00+08:00,2390.0,2410.0,2380.0,2380.0,18892633,0.0,0.0,2330.TW,,2380.0
2026-08-11 00:00:00+08:00,2390.0,2405.0,2375.0,2395.0,15907911,0.0,0.0,2330.TW,0.6302521008403339,2387.5
2026-08-12 00:00:00+08:00,2405.0,2415.0,2390.0,2415.0,17709219,0.0,0.0,2330.TW,0.8350730688935215,2396.6666666666665
2026-08-13 00:00:00+08:00,2440.0,2445.0,2425.0,2435.0,21187598,0.0,0.0,2330.TW,0.8281573498964745,2406.25
2026-08-14 00:00:00+08:00,2435.0,2440.0,2395.0,2395.0,18950570,0.0,0.0,2330.TW,-1.642710472279263,2404.0
